exp_id,algorithm,algorithm_name,num_cameras,num_classes,frequency,energy_capacity,recharge_rate,accuracy_threshold,duration,run,runtime,overall_accuracy,recent_accuracy,accuracy_std,accuracy_improvement,energy_violations,accuracy_violations,avg_energy,min_energy_ever,energy_variance,energy_sustainability,avg_cameras_per_event,total_classifications,successful_classifications,classification_rate,jains_fairness,participation_variance,max_participation,min_participation,gini_coefficient,convergence_time,stability_score,adaptation_rate,avg_collective_accuracy,accuracy_consistency,response_time_avg
9,random,Random,10,3,0.05,1000,10,0.7,2000,0,0.02591562271118164,0.4594594594594595,0.45,0.0,0.0,0,0,972.1638415530126,950.0,25.0,1.0,3.4,111,51,0.0555,0.990206782464847,11.84,42,29,0.0537572254335259,-1.0,0.8035263327058175,0.0,0.9790326721169188,0.0,0.0
10,random,Random,10,3,0.05,1000,10,0.7,2000,1,0.024224281311035156,0.42105263157894735,0.43,0.0,0.0,0,0,985.0,950.0,11.314503966951785,1.0,3.0,114,48,0.057,0.9854770318021201,16.44,41,26,0.06407185628742496,-1.0,0.8062286925274117,0.0,0.9824749838251581,0.0,0.0
12,greedy,Greedy-Energy,10,3,0.05,1000,10,0.7,2000,0,0.014993667602539062,0.37894736842105264,0.37894736842105264,0.0,0.0,0,0,995.0,950.0,0.0,1.0,1.0,95,36,0.0475,0.144515612489992,534.25,78,0,0.851578947368421,-1.0,0.0,0.0,0.9089717898486958,0.0,0.0
13,greedy,Greedy-Energy,10,3,0.05,1000,10,0.7,2000,1,0.013240337371826172,0.5142857142857142,0.5,0.0,0.0,0,0,995.0,950.0,0.0,1.0,1.0,105,54,0.0525,0.16438049798717758,560.45,79,0,0.8409523809523809,-1.0,0.800597779675491,0.0,0.908971789848696,0.028174684192449728,0.0
14,greedy,Greedy-Energy,10,3,0.05,1000,10,0.7,2000,2,0.011482954025268555,0.5119047619047619,0.5119047619047619,0.0,0.0,0,0,995.0,950.0,0.0,1.0,1.0,84,43,0.042,0.14955489614243322,401.23999999999995,67,0,0.8547619047619046,-1.0,0.0,0.0,0.9089717898486958,0.02353270812944097,0.0
15,round_robin,Round-Robin,10,3,0.05,1000,10,0.7,2000,0,0.013184070587158203,0.5145631067961165,0.52,0.0,0.0,0,0,985.0,950.0,0.008951594908032875,1.0,3.0,103,53,0.0515,0.9999057492931197,0.09,31,30,0.002912621359223211,-1.0,0.8011108737449263,0.0,0.9992457279579318,0.028714137642736004,0.0
16,round_robin,Round-Robin,10,3,0.05,1000,10,0.7,2000,1,0.017717361450195312,0.3644859813084112,0.38,0.0,0.0,0,0,985.0,950.0,0.0,1.0,3.0,107,39,0.0535,0.9999126637554585,0.08999999999999998,33,32,0.002803738317756821,-1.0,0.8092797410304828,0.0,0.999245727957932,0.0,0.0
19,coverage,Coverage,10,3,0.05,1000,10,0.7,2000,1,0.011012554168701172,0.46987951807228917,0.46987951807228917,0.0,0.0,0,0,995.0,950.0,0.0,1.0,1.0,83,39,0.0415,0.1,620.0100000000001,83,0,0.8999999999999999,-1.0,0.0,0.0,0.9089717898486959,0.0,0.0
17,round_robin,Round-Robin,10,3,0.05,1000,10,0.7,2000,2,0.021651029586791992,0.4742268041237113,0.4742268041237113,0.0,0.0,0,0,985.0,950.0,0.0,1.0,3.0,97,46,0.0485,0.999893730074389,0.08999999999999998,30,29,0.003092783505154628,-1.0,0.0,0.0,0.9992457279579321,0.0,0.0
18,coverage,Coverage,10,3,0.05,1000,10,0.7,2000,0,0.020772933959960938,0.43243243243243246,0.41,0.0,0.0,0,0,995.0,900.982758114003,6.006725005275849,1.0,1.0,111,48,0.0555,0.1,1108.8899999999999,111,0,0.8999999999999999,-1.0,0.8110863922877272,0.0,0.9089717898486958,0.0,0.0
20,coverage,Coverage,10,3,0.05,1000,10,0.7,2000,2,0.01629328727722168,0.3904761904761905,0.4,0.0,0.0,0,0,995.0,947.7941988662678,0.012163896603935272,1.0,1.0,105,41,0.0525,0.1,992.25,105,0,0.8999999999999999,-1.0,0.803557079337869,0.0,0.908971789848696,0.0,0.0
21,threshold,Threshold,10,3,0.05,1000,10,0.7,2000,0,0.020345687866210938,0.39759036144578314,0.39759036144578314,0.0,0.0,0,0,950.0,950.0,0.0,1.0,10.0,83,33,0.0415,1.0,0.0,83,83,0.0,-1.0,0.0,0.0,0.9999999999609376,0.0,0.0
22,threshold,Threshold,10,3,0.05,1000,10,0.7,2000,1,0.026098966598510742,0.3333333333333333,0.3333333333333333,0.0,0.0,0,0,950.0,950.0,0.0,1.0,10.0,99,33,0.0495,1.0,0.0,99,99,0.0,-1.0,0.0,0.0,0.9999999999609377,0.0,0.0
23,threshold,Threshold,10,3,0.05,1000,10,0.7,2000,2,0.03819847106933594,0.336734693877551,0.336734693877551,0.0,0.0,0,0,950.0,950.0,0.0,1.0,10.0,98,33,0.049,1.0,0.0,98,98,0.0,-1.0,0.0,0.0,0.9999999999609377,0.0,0.0
24,fixed,Fixed-Freq,10,3,0.05,1000,10,0.8,2000,0,0.05273175239562988,0.494949494949495,0.494949494949495,0.0,0.0,0,0,985.0,950.0,0.0,1.0,3.3,99,49,0.0495,1.0,0.0,33,33,0.0,-1.0,0.0,0.0,0.9994742652939691,0.0,0.0
27,variable,Variable-Freq,10,3,0.05,1000,10,0.8,2000,0,0.019622325897216797,0.4444444444444444,0.39,0.0,0.0,0,0,995.0,950.0,0.32977757561563487,1.0,1.0,104,40,0.052,0.8960176991150443,9.4,14,7,0.1577777777777778,-1.0,0.812787862367922,0.0,0.7866102027536791,0.0,0.0
26,fixed,Fixed-Freq,10,3,0.05,1000,10,0.8,2000,2,0.046425580978393555,0.42391304347826086,0.42391304347826086,0.0,0.0,0,0,981.1181471936607,950.0,0.0,1.0,3.3,92,39,0.046,0.9997772355998727,0.20999999999999996,31,30,0.006840390879478742,-1.0,0.0,0.0,0.9994767493954475,0.0,0.0
29,variable,Variable-Freq,10,3,0.05,1000,10,0.8,2000,2,0.013895750045776367,0.45569620253164556,0.3956043956043956,0.0,0.0,0,0,994.48711292643,950.0,0.0,1.0,1.0,91,36,0.0455,0.8802538787023978,8.49,13,6,0.1708860759493669,-1.0,0.0,0.0,0.7891073780005162,0.0,0.0
28,variable,Variable-Freq,10,3,0.05,1000,10,0.8,2000,1,0.01569223403930664,0.4880952380952381,0.4270833333333333,0.0,0.0,0,0,995.0,950.0,0.0,1.0,1.0,96,41,0.048,0.8842105263157894,9.24,13,6,0.17857142857142838,-1.0,0.0,0.0,0.795350316117609,0.0,0.0
25,fixed,Fixed-Freq,10,3,0.05,1000,10,0.8,2000,1,0.06480193138122559,0.49514563106796117,0.5,0.0,0.0,0,0,973.3900435664539,950.0,3.7033562646790377,1.0,3.4,103,51,0.0515,0.9997972287935113,0.24,35,34,0.006976744186046435,-1.0,0.8020961445911984,0.0,0.9994787029121444,0.0,0.0
30,unknown,Unknown-Freq,10,3,0.05,1000,10,0.8,2000,0,0.013595819473266602,0.625,0.02,0.0,0.0,0,0,1000.0,950.0,6.25,1.0,1.25,104,5,0.052,1.0,0.0,1,1,0.0,-1.0,0.9852216748768474,0.0,0.07078892554710389,0.0,0.0
31,unknown,Unknown-Freq,10,3,0.05,1000,10,0.8,2000,1,0.014000892639160156,0.6,0.030303030303030304,0.0,0.0,0,0,1000.0,950.0,0.0,1.0,2.0,99,3,0.0495,1.0,0.0,1,1,0.0,-1.0,0.0,0.0,0.04773830744919256,0.0,0.0
32,unknown,Unknown-Freq,10,3,0.05,1000,10,0.8,2000,2,0.013041019439697266,0.625,0.04,0.0,0.0,0,0,1000.0,950.0,6.25,1.0,1.25,102,5,0.051,1.0,0.0,1,1,0.0,-1.0,0.9852216748768474,0.0,0.07217694369508632,0.0,0.0
33,random,Random,10,3,0.05,1000,10,0.8,2000,0,0.022947311401367188,0.38461538461538464,0.38,0.0,0.0,0,0,966.4060181967543,950.0,56.25,1.0,2.4,104,40,0.052,0.9809701891227696,17.810000000000002,38,24,0.07821782178217807,-1.0,0.8102414519526819,0.0,0.9793974849646053,0.0,0.0
34,random,Random,10,3,0.05,1000,10,0.8,2000,1,0.021933555603027344,0.3894736842105263,0.3894736842105263,0.0,0.0,0,0,985.0,950.0,0.0,1.0,2.5,95,37,0.0475,0.9876605248464545,8.84,32,22,0.06315789473684208,-1.0,0.0,0.0,0.9758878226136811,0.0,0.0
36,greedy,Greedy-Energy,10,3,0.05,1000,10,0.8,2000,0,0.019320964813232422,0.5096153846153846,0.5,0.0,0.0,0,0,990.769426458646,950.0,0.0,1.0,1.0,104,53,0.052,0.15093497069494838,608.4399999999999,82,0,0.8557692307692306,-1.0,0.8037293039704227,0.0,0.908971789848696,0.019049363656154283,0.0
35,random,Random,10,3,0.05,1000,10,0.8,2000,2,0.027645587921142578,0.3364485981308411,0.34,0.0,0.0,0,0,990.0,950.0,56.25,1.0,3.0,107,36,0.0535,0.9902319357716325,8.76,34,26,0.05570469798657718,-1.0,0.8175723551534311,0.0,0.9727122157213279,0.0,0.0
37,greedy,Greedy-Energy,10,3,0.05,1000,10,0.8,2000,1,0.020069599151611328,0.40594059405940597,0.41,0.0,0.0,0,0,995.0,950.0,0.0,1.0,1.0,101,41,0.0505,0.15430343367115415,559.0900000000001,79,0,0.8504950495049504,-1.0,0.8190902637470648,0.0,0.9089717898486958,0.0,0.0
38,greedy,Greedy-Energy,10,3,0.05,1000,10,0.8,2000,2,0.01653265953063965,0.5465116279069767,0.5465116279069767,0.0,0.0,0,0,995.0,950.0,0.0,1.0,1.0,86,47,0.043,0.14501960784313725,436.03999999999996,70,0,0.8581395348837209,-1.0,0.0,0.0,0.9089717898486958,0.08907342005924912,0.0
39,round_robin,Round-Robin,10,3,0.05,1000,10,0.8,2000,0,0.021866559982299805,0.4482758620689655,0.47,0.0,0.0,0,0,985.0,950.0,0.0,1.0,3.0,116,52,0.058,0.9998678996036988,0.16,35,34,0.0045977011494251485,-1.0,0.8023106546854942,0.0,0.999245727957932,0.0,0.0
42,coverage,Coverage,10,3,0.05,1000,10,0.8,2000,0,0.012991666793823242,0.5816326530612245,0.5816326530612245,0.0,0.0,0,0,991.4812199196724,950.0,0.0,1.0,1.0,98,57,0.049,0.1,864.3600000000002,98,0,0.8999999999999999,-1.0,0.0,0.0,0.9089717898486959,0.15188547612127568,0.0
40,round_robin,Round-Robin,10,3,0.05,1000,10,0.8,2000,1,0.017809152603149414,0.4387755102040816,0.4387755102040816,0.0,0.0,0,0,985.0,950.0,0.0,1.0,3.0,98,43,0.049,0.9997224149895906,0.24,30,29,0.008163265306122325,-1.0,0.0,0.0,0.9992457279579321,0.0,0.0
41,round_robin,Round-Robin,10,3,0.05,1000,10,0.8,2000,2,0.017780780792236328,0.44144144144144143,0.44,0.0,0.0,0,0,985.0,950.0,0.0,1.0,3.0,111,49,0.0555,0.9998106572896943,0.20999999999999996,34,33,0.006306306306306242,-1.0,0.8027522935779816,0.0,0.9992457279579319,0.0,0.0
43,coverage,Coverage,10,3,0.05,1000,10,0.8,2000,1,0.013312339782714844,0.4418604651162791,0.4418604651162791,0.0,0.0,0,0,995.0,950.0,0.0,1.0,1.0,86,38,0.043,0.1,665.6400000000001,86,0,0.8999999999999999,-1.0,0.0,0.0,0.9089717898486958,0.0,0.0
44,coverage,Coverage,10,3,0.05,1000,10,0.8,2000,2,0.014793157577514648,0.453781512605042,0.47,0.0,0.0,0,0,995.0,950.0,0.0,1.0,1.0,119,54,0.0595,0.1,1274.49,119,0,0.8999999999999999,-1.0,0.8025314133724663,0.0,0.9089717898486958,0.0,0.0
45,threshold,Threshold,10,3,0.05,1000,10,0.8,2000,0,0.0270845890045166,0.4574468085106383,0.4574468085106383,0.0,0.0,0,0,950.0,950.0,0.0,1.0,10.0,94,43,0.047,1.0,0.0,94,94,0.0,-1.0,0.0,0.0,0.9999999999609376,0.0,0.0
46,threshold,Threshold,10,3,0.05,1000,10,0.8,2000,1,0.029474496841430664,0.3153153153153153,0.3,0.0,0.0,0,0,950.0,950.0,0.0,1.0,10.0,111,35,0.0555,1.0,0.0,111,111,0.0,-1.0,0.8354019476799696,0.0,0.9999999999609376,0.0,0.0
47,threshold,Threshold,10,3,0.05,1000,10,0.8,2000,2,0.027219295501708984,0.37894736842105264,0.37894736842105264,0.0,0.0,0,0,912.0612195755305,950.0,0.0,1.0,10.0,95,36,0.0475,1.0,0.0,95,95,0.0,-1.0,0.0,0.0,0.9999999999609375,0.0,0.0
51,variable,Variable-Freq,10,3,0.1,1000,10,0.7,2000,0,0.0275571346282959,0.42045454545454547,0.21,0.0,0.0,0,0,1000.0,950.0,6.25,1.0,1.0,199,37,0.0995,0.9110588235294118,7.5600000000000005,13,7,0.14318181818181808,-1.0,0.8746559686523301,0.0,0.4019573744054535,0.0,0.0
52,variable,Variable-Freq,10,3,0.1,1000,10,0.7,2000,1,0.033049583435058594,0.5638297872340425,0.24,0.029999999999999985,-0.24025974025974023,0,0,993.0414796874356,950.0,4.217681015104478,1.0,1.0,213,53,0.1065,0.8679764243614931,13.439999999999998,15,7,0.17872340425531896,-1.0,0.8436724565756824,0.0,0.40114248002712394,0.0,0.0
53,variable,Variable-Freq,10,3,0.1,1000,10,0.7,2000,2,0.0316009521484375,0.5,0.21,0.010000000000000009,-0.05714285714285716,0,0,1000.0,950.0,4.167410255349699,1.0,1.0,204,44,0.102,0.9110588235294118,7.5600000000000005,13,7,0.14318181818181808,-1.0,0.852969399722785,0.0,0.3921054779739473,0.0,0.0
49,fixed,Fixed-Freq,10,3,0.1,1000,10,0.7,2000,1,0.11027169227600098,0.4396135265700483,0.49,0.03,0.16904761904761906,0,0,985.0,950.0,4.809768403874785,1.0,3.3,207,91,0.1035,1.0,0.0,69,69,0.0,-1.0,0.8069885205882947,0.0,0.9994742652939691,0.0,0.0
48,fixed,Fixed-Freq,10,3,0.1,1000,10,0.7,2000,0,0.1282024383544922,0.47297297297297297,0.52,0.04500000000000001,-0.15217391304347827,0,0,979.3794860454807,944.1693636440459,62.5571121880017,1.0,3.3,222,105,0.111,1.0,0.0,74,74,0.0,-1.0,0.8050233456770246,0.0,0.999474265293969,0.0,0.0
50,fixed,Fixed-Freq,10,3,0.1,1000,10,0.7,2000,2,0.12153124809265137,0.4218009478672986,0.49,0.08499999999999999,0.12121212121212122,0,0,980.0,950.0,8.616609186486768,1.0,3.4,211,89,0.1055,0.9999515777580502,0.24,71,70,0.003409090909090917,-1.0,0.8083843725035189,0.0,0.9994764315246423,0.0,0.0
54,unknown,Unknown-Freq,10,3,0.1,1000,10,0.7,2000,0,0.027332067489624023,0.4,0.0,0.01,-0.09523809523809523,0,0,1000.0,950.0,5.5555555555555545,1.0,2.0,216,2,0.108,1.0,0.0,1,1,0.0,1877.4961158258088,0.9977462672551413,0.0,0.022259948613749563,0.0,0.0
55,unknown,Unknown-Freq,10,3,0.1,1000,10,0.7,2000,1,0.027912378311157227,0.3333333333333333,0.0,0.01,-0.1,0,0,1000.0,950.0,5.5555555555555545,1.0,1.6666666666666667,205,2,0.1025,1.0,0.0,1,1,0.0,1978.1129497345407,0.9976057462090983,0.0,0.02748477373322267,0.0,0.0
56,unknown,Unknown-Freq,10,3,0.1,1000,10,0.7,2000,2,0.025835275650024414,0.4,0.0,0.02,-0.2,0,0,1000.0,950.0,5.5555555555555545,1.0,1.0,206,4,0.103,1.0,0.0,1,1,0.0,1967.3236345553298,0.9954210631096955,0.0,0.04412484416741243,0.0,0.0
57,random,Random,10,3,0.1,1000,10,0.7,2000,0,0.04076981544494629,0.40404040404040403,0.42,0.0,0.0,0,0,973.2513724298124,950.0,0.020899165194389963,1.0,3.9,198,80,0.099,0.9940860215053764,21.559999999999995,68,53,0.043853820598006577,-1.0,0.8092011566181866,0.0,0.9807620236038979,0.0,0.0
59,random,Random,10,3,0.1,1000,10,0.7,2000,2,0.034917354583740234,0.3898305084745763,0.38,0.0,0.0,0,0,990.0,950.0,25.0,1.0,2.3,177,69,0.0885,0.994337122532952,16.240000000000002,60,46,0.041947565543071,-1.0,0.811830240051957,0.0,0.9831053602993972,0.0,0.0
60,greedy,Greedy-Energy,10,3,0.1,1000,10,0.7,2000,0,0.03337574005126953,0.4329896907216495,0.42,0.0,0.0,0,0,995.0,950.0,0.0,1.0,1.0,194,84,0.097,0.18280551777734602,1682.4399999999998,137,0,0.8185567010309278,-1.0,0.8045656418288314,0.0,0.908971789848696,0.0,0.0
58,random,Random,10,3,0.1,1000,10,0.7,2000,1,0.040535926818847656,0.423728813559322,0.44,0.0,0.0,0,0,990.0,950.0,0.0,1.0,2.9,177,75,0.0885,0.986289429994466,39.64,65,43,0.06666666666666665,-1.0,0.8046147752030105,0.0,0.9815457715922287,0.0,0.0
63,round_robin,Round-Robin,10,3,0.1,1000,10,0.7,2000,0,0.028525114059448242,0.44339622641509435,0.39,0.07500000000000001,-0.021645021645021634,0,0,970.1131525409944,950.0,50.10122520744489,1.0,3.0,212,94,0.106,0.9999406704242064,0.24,64,63,0.0037735849056603765,-1.0,0.8056566575674856,0.0,0.9992457279579321,0.0,0.0
62,greedy,Greedy-Energy,10,3,0.1,1000,10,0.7,2000,2,0.0303955078125,0.4429223744292237,0.36,0.09000000000000002,0.025974025974025983,0,0,990.9152711809211,950.0,0.0,1.0,1.0,219,97,0.1095,0.20995928730902247,1804.6899999999998,139,0,0.800456621004566,-1.0,0.8082613822220532,0.0,0.908971789848696,0.0,0.0
61,greedy,Greedy-Energy,10,3,0.1,1000,10,0.7,2000,1,0.037724971771240234,0.36792452830188677,0.43,0.07,0.0800865800865801,0,0,992.3028821659543,950.0,0.0,1.0,1.0,212,78,0.106,0.20353228874196178,1758.7599999999995,135,0,0.810377358490566,-1.0,0.8130081300813008,0.0,0.9089717898486959,0.0,0.0
64,round_robin,Round-Robin,10,3,0.1,1000,10,0.7,2000,1,0.029953956604003906,0.4175257731958763,0.41,0.0,0.0,0,0,985.0,950.0,0.0,1.0,3.0,194,81,0.097,0.9999527661333176,0.16,59,58,0.0027491408934707806,-1.0,0.8056373128235976,0.0,0.9992457279579321,0.0,0.0
67,coverage,Coverage,10,3,0.1,1000,10,0.7,2000,1,0.023548364639282227,0.46808510638297873,0.46,0.0,0.0,0,0,987.2049289440672,887.1561681230173,9.87336801245616,1.0,1.0,188,88,0.094,0.1,3180.959999999999,188,0,0.8999999999999999,-1.0,0.8025866220275631,0.0,0.9089717898486959,0.0,0.0
65,round_robin,Round-Robin,10,3,0.1,1000,10,0.7,2000,2,0.031563520431518555,0.46261682242990654,0.45,0.0,-0.3961038961038961,0,0,985.0,950.0,2.398321411339069,1.0,3.0,214,99,0.107,0.9999611820078607,0.16,65,64,0.0024922118380061864,-1.0,0.8081999011143651,0.0,0.999245727957932,0.0,0.0
66,coverage,Coverage,10,3,0.1,1000,10,0.7,2000,0,0.029572725296020508,0.48717948717948717,0.53,0.0,0.0,0,0,995.0,950.0,0.0,1.0,1.0,195,95,0.0975,0.10103090044371231,3383.45,194,0,0.8989743589743588,-1.0,0.8023793221499486,0.0,0.908971789848696,0.0,0.0
68,coverage,Coverage,10,3,0.1,1000,10,0.7,2000,2,0.03406524658203125,0.3641025641025641,0.38,0.0,0.0,0,0,995.0,794.6999577894439,60.29525777650123,1.0,1.0,195,71,0.0975,0.10418664547771049,3269.45,191,0,0.8958974358974359,-1.0,0.8128319063617644,0.0,0.908971789848696,0.0,0.0
69,threshold,Threshold,10,3,0.1,1000,10,0.7,2000,0,0.060341596603393555,0.37433155080213903,0.4,0.0,0.0,0,0,950.0,950.0,0.0,1.0,10.0,192,70,0.096,1.0,0.0,187,187,0.0,-1.0,0.811899194595999,0.0,0.9739583332952882,0.0,0.0
70,threshold,Threshold,10,3,0.1,1000,10,0.7,2000,1,0.07037615776062012,0.3886255924170616,0.3,0.04999999999999999,-0.0649350649350649,0,0,892.2371149112587,950.0,0.0,1.0,10.0,218,82,0.109,1.0,0.0,211,211,0.0,-1.0,0.8121536403592585,0.0,0.9678899082190728,0.0,0.0
71,threshold,Threshold,10,3,0.1,1000,10,0.7,2000,2,0.07499384880065918,0.4088669950738916,0.39,0.004999999999999977,0.1261904761904762,0,0,950.0,889.8777902011943,622.0566371441668,1.0,10.0,205,83,0.1025,1.0,0.0,203,203,0.0,-1.0,0.8089796743856811,0.0,0.9902439024003431,0.0,0.0
72,fixed,Fixed-Freq,10,3,0.1,1000,10,0.8,2000,0,0.08852839469909668,0.4260355029585799,0.47,0.0,0.0,0,0,980.0,950.0,6.25,1.0,3.4,169,72,0.0845,0.9999245567710298,0.24,57,56,0.004255319148936065,-1.0,0.8043542376062417,0.0,0.9994769698778274,0.0,0.0
75,variable,Variable-Freq,10,3,0.1,1000,10,0.8,2000,0,0.031592607498168945,0.5111111111111111,0.2,0.035,-0.15476190476190477,0,0,995.0,950.0,5.5555555555555545,1.0,1.0,209,46,0.1045,0.8960176991150443,9.4,14,7,0.1577777777777778,-1.0,0.8554319931565441,0.0,0.3914232587865198,0.0,0.0
76,variable,Variable-Freq,10,3,0.1,1000,10,0.8,2000,1,0.03033304214477539,0.35106382978723405,0.15,0.024999999999999994,-0.05194805194805194,0,0,995.0,950.0,5.5555555555555545,1.0,1.0,213,33,0.1065,0.8679764243614931,13.439999999999998,15,7,0.17872340425531896,-1.0,0.885084759881711,0.0,0.40114248002712394,0.0,0.0
77,variable,Variable-Freq,10,3,0.1,1000,10,0.8,2000,2,0.03157377243041992,0.4090909090909091,0.2,0.0,0.0,0,0,1000.0,950.0,3.919563301083825,1.0,1.0,195,36,0.0975,0.9110588235294118,7.5600000000000005,13,7,0.14318181818181808,-1.0,0.8712015611931977,0.0,0.41020265388043714,0.0,0.0
73,fixed,Fixed-Freq,10,3,0.1,1000,10,0.8,2000,1,0.0960531234741211,0.46632124352331605,0.5,0.0,0.0,0,0,977.9712392511144,950.0,48.06093112116296,1.0,3.4,193,90,0.0965,0.9999421352107243,0.24,65,64,0.003726708074534013,-1.0,0.8053085942533179,0.0,0.9994766335565188,0.0,0.0
78,unknown,Unknown-Freq,10,3,0.1,1000,10,0.8,2000,0,0.029514551162719727,0.4444444444444444,0.0,0.02,-0.2,0,0,1000.0,950.0,5.5555555555555545,1.0,1.1111111111111112,207,4,0.1035,1.0,0.0,1,1,0.0,1900.3081667920608,0.9954210631096955,0.0,0.03992023277172086,0.0,0.0
79,unknown,Unknown-Freq,10,3,0.1,1000,10,0.8,2000,1,0.028749465942382812,0.6,0.0,0.03,-0.2857142857142857,0,0,1000.0,950.0,5.5555555555555545,1.0,1.0,216,6,0.108,1.0,0.0,1,1,0.0,1864.7461763989093,0.9938265831072864,0.0,0.04208202730781,0.0,0.0
80,unknown,Unknown-Freq,10,3,0.1,1000,10,0.8,2000,2,0.023398399353027344,0.7142857142857143,0.0,0.0,0.0,0,0,1000.0,950.0,6.25,1.0,1.4285714285714286,195,5,0.0975,1.0,0.0,1,1,0.0,-1.0,0.9940357852882704,0.0,0.033517018164913134,0.0,0.0
74,fixed,Fixed-Freq,10,3,0.1,1000,10,0.8,2000,2,0.11491703987121582,0.4801980198019802,0.44,0.04000000000000001,-0.4166666666666667,0,0,962.5253139774966,950.0,15.592775707731741,1.0,3.4,202,97,0.101,0.9999471714725952,0.24,68,67,0.0035608308605339367,-1.0,0.802616529887433,0.0,0.9994765280398705,0.0,0.0
81,random,Random,10,3,0.1,1000,10,0.8,2000,0,0.03691291809082031,0.39893617021276595,0.42,0.0,0.0,0,0,990.0,950.0,6.25,1.0,2.4,188,75,0.094,0.9916579052314831,23.009999999999998,59,44,0.052198852772466386,-1.0,0.8066374740723669,0.0,0.9743553982252814,0.0,0.0
82,random,Random,10,3,0.1,1000,10,0.8,2000,1,0.036303043365478516,0.4734042553191489,0.5,0.0,0.0,0,0,939.372942330748,950.0,56.25,1.0,3.2,188,89,0.094,0.9929753151260504,21.4,61,47,0.046545454545454445,-1.0,0.805245599907972,0.0,0.9799033779243657,0.0,0.0
